text,created_at,author,uri,has_images,reply_to,date,time,language,hour,weekday,time_of_day,sentiment,row_id
Whats the point of PMQs Does it actually achieve something other than compiling arthritic turnbased put downs with panto jeers,2024-11-27T14:06:34Z,did:plc:uih3ngw7iixlk56q456wnztd,at://did:plc:uih3ngw7iixlk56q456wnztd/app.bsky.feed.post/3lbwpwn5e5s2v,FALSE,NA,2024-11-27,14:06:34,en,14,Wednesday,Afternoon,0,1057
Take a bussubway great public transportation in NYC,2024-11-27T12:17:49Z,did:plc:2ngagmkwcmoitwyxycrmpqqy,at://did:plc:2ngagmkwcmoitwyxycrmpqqy/app.bsky.feed.post/3lbwju6lvw22a,FALSE,at://did:plc:rdis6sh6brlehmjdfzpy6scq/app.bsky.feed.post/3lbwjqttthk22,2024-11-27,12:17:49,en,12,Wednesday,Afternoon,0.6249,1058
Agreed That is so annoying,2024-11-27T14:11:35Z,did:plc:s3tiooawkkcriqyvkwshpltu,at://did:plc:s3tiooawkkcriqyvkwshpltu/app.bsky.feed.post/3lbwq7mccjs2h,FALSE,at://did:plc:yg3gcsh6uaarz4rofxdgd6zg/app.bsky.feed.post/3lbwpzj57r22j,2024-11-27,14:11:35,en,14,Wednesday,Afternoon,-0.3381,1059
Hopefully Ill get the cover files for Moon  OMG very soon which means I can ewpublish those  feel like Ive got some momentum back Feels like an age since I did anything productive with  books failing to get picked up Hopefully my disasterwizard wont have much longer to wait tho,2024-11-27T13:41:33Z,did:plc:23xjb5aeghfvfz7ewgcbbajz,at://did:plc:23xjb5aeghfvfz7ewgcbbajz/app.bsky.feed.post/3lbwojvbr3s2k,FALSE,at://did:plc:23xjb5aeghfvfz7ewgcbbajz/app.bsky.feed.post/3lbwnp52ths2f,2024-11-27,13:41:33,en,13,Wednesday,Afternoon,0.5106,1060
Inject it into my veins,2024-11-27T14:17:57Z,did:plc:u2nzeo2hgx3ckofwx6zklvvl,at://did:plc:u2nzeo2hgx3ckofwx6zklvvl/app.bsky.feed.post/3lbwqkyveac23,FALSE,NA,2024-11-27,14:17:57,en,14,Wednesday,Afternoon,0,1061
maybe its the fact i started playing this game during my formative teen years i was  years old what the hell but this game is genuinely my lifeline ive mentioned before that i am heavily depressive and have been for most of my young adult life it was particularly bad around  and,2024-11-27T13:18:26Z,did:plc:3em6yxchnse6piywvlgbdycp,at://did:plc:3em6yxchnse6piywvlgbdycp/app.bsky.feed.post/3lbwnakrf5c27,FALSE,at://did:plc:3em6yxchnse6piywvlgbdycp/app.bsky.feed.post/3lbwnakr6ck27,2024-11-27,13:18:26,en,13,Wednesday,Afternoon,-0.8998,1062
" goo x lifering gooring 

Drawing Goo until the finale releases Day 

Me and one of my moots were talking and he gave me a good idea to draw my favorite rarepair ship ^~^ Which eventually became todays daily goo til the finale ~",2024-11-27T15:09:28Z,did:plc:4b3pm3r7bixjaenke3nksltu,at://did:plc:4b3pm3r7bixjaenke3nksltu/app.bsky.feed.post/3lbwth4hrmk2w,TRUE,NA,2024-11-27,15:09:28,en,15,Wednesday,Afternoon,0.7096,1063
"Gotta love being snakebitten when you put forth the best  minute effort of the season 



thehockeywriterscomtommystakes",2024-11-27T15:06:26Z,did:plc:gc5s56ek4wa2sdr2xx7lasj2,at://did:plc:gc5s56ek4wa2sdr2xx7lasj2/app.bsky.feed.post/3lbwtbons7s2k,FALSE,NA,2024-11-27,15:06:26,en,15,Wednesday,Afternoon,0.8555,1064
Its Wednesday and you know what that means   ,2024-11-27T14:10:22Z,did:plc:not4jnh4tgbjfqo7msg2w7iy,at://did:plc:not4jnh4tgbjfqo7msg2w7iy/app.bsky.feed.post/3lbwq5gme522i,FALSE,NA,2024-11-27,14:10:22,en,14,Wednesday,Afternoon,0,1065
not sure ive ever read a funnier paragraph  in a world where books are illegal the Harvard degrees are on the run,2024-11-27T14:33:09Z,did:plc:mqnhy7m64pgydwjjnxtraaa7,at://did:plc:mqnhy7m64pgydwjjnxtraaa7/app.bsky.feed.post/3lbwrg6c4v22p,TRUE,NA,2024-11-27,14:33:09,en,14,Wednesday,Afternoon,-0.4333,1066
"I bet he gets that a lot
He puts coach in the title
What a Pansy",2024-11-27T14:02:30Z,did:plc:skzx6r2hcb7cqfx2qj7vnfij,at://did:plc:skzx6r2hcb7cqfx2qj7vnfij/app.bsky.feed.post/3lbwppdymik2v,FALSE,at://did:plc:ur46cint3yxztzj42q4aqxjn/app.bsky.feed.post/3lbwpd7kkrk26,2024-11-27,14:02:30,en,14,Wednesday,Afternoon,0,1067
"i literally responded to OP that i thought gyokeres did well and was not being fed

i also said in my first response to you that i love kiwior  holding is my phones fucking background for fucks sake  they struggle in space  period  acknowledging players faults isnt not giving him credit",2024-11-27T14:59:34Z,did:plc:mabm7ugwpbffs6tatqwccxry,at://did:plc:mabm7ugwpbffs6tatqwccxry/app.bsky.feed.post/3lbwsvfretk2r,FALSE,at://did:plc:szbjalf3qzccvofsyevlmf5u/app.bsky.feed.post/3lbws5l5wok2f,2024-11-27,14:59:34,en,14,Wednesday,Afternoon,-0.4369,1068
"Discussing Opera  Opera


",2024-11-27T13:15:14Z,did:plc:ydtctvgxg5aosa7blhbrpzn5,at://did:plc:ydtctvgxg5aosa7blhbrpzn5/app.bsky.feed.post/3lbwn2tspqb2z,FALSE,NA,2024-11-27,13:15:14,en,13,Wednesday,Afternoon,0,1069
its really wild that i can instantly give myself frisson listening to the line when ive listened to it over  times seeing this one live is going to be ,2024-11-27T13:43:57Z,did:plc:ecljvbyhpdj3lvnrijlwxjmd,at://did:plc:ecljvbyhpdj3lvnrijlwxjmd/app.bsky.feed.post/3lbwoo72ec22o,FALSE,NA,2024-11-27,13:43:57,en,13,Wednesday,Afternoon,0,1070
No its true lol it up Patriarch Kiril of the Moscow Orthodox Church,2024-11-27T14:27:57Z,did:plc:kvl67yrz7piaetmi4jssc3ud,at://did:plc:kvl67yrz7piaetmi4jssc3ud/app.bsky.feed.post/3lbwr4uqrc22k,FALSE,at://did:plc:ozznprxh5whqvgxkwgahfhpz/app.bsky.feed.post/3lbwpldn5zc2q,2024-11-27,14:27:57,en,14,Wednesday,Afternoon,-0.1857,1071
This face Girlll Such a pretty pic,2024-11-27T15:07:13Z,did:plc:tebgc3oplqzy34bfmcspoq4d,at://did:plc:tebgc3oplqzy34bfmcspoq4d/app.bsky.feed.post/3lbwtd3orkc2z,FALSE,at://did:plc:4jqtyo3ly4y35jahsdxiac7u/app.bsky.feed.post/3lbvp3nvj4s27,2024-11-27,15:07:13,en,15,Wednesday,Afternoon,0.4939,1072
thats interesting because at least for my desktop purposes windows  installs really goddamned fast im  percent through it and i posted the original thought when i started,2024-11-27T14:51:35Z,did:plc:5rqrieckrxohygpkhnsar5nf,at://did:plc:5rqrieckrxohygpkhnsar5nf/app.bsky.feed.post/3lbwsh57m5c2k,FALSE,at://did:plc:yq3jtpgromibzrxoojf6bmff/app.bsky.feed.post/3lbwsfhwnkc2k,2024-11-27,14:51:35,en,14,Wednesday,Afternoon,0.228,1073
Why is it that the minute you sit down to relax everyone starts texting you  ,2024-11-27T15:36:04Z,did:plc:c7kl5xktc42onhtak4k6yuih,at://did:plc:c7kl5xktc42onhtak4k6yuih/app.bsky.feed.post/3lbwuwo4asc2a,FALSE,NA,2024-11-27,15:36:04,en,15,Wednesday,Afternoon,0.4404,1074
"Hmmmmm

Yall should just give Diesel money chat",2024-11-27T14:13:23Z,did:plc:752s4ilkwqlhlu2kbgaknsrt,at://did:plc:752s4ilkwqlhlu2kbgaknsrt/app.bsky.feed.post/3lbwqcsyols2e,FALSE,NA,2024-11-27,14:13:23,en,14,Wednesday,Afternoon,0,1075
its been here for a MONTH and I had no idea lol,2024-11-27T13:24:23Z,did:plc:fsb6kaxkbg6vmti3sireqjvk,at://did:plc:fsb6kaxkbg6vmti3sireqjvk/app.bsky.feed.post/3lbwnl7ba5224,FALSE,at://did:plc:fsb6kaxkbg6vmti3sireqjvk/app.bsky.feed.post/3lbwng33kx224,2024-11-27,13:24:23,en,13,Wednesday,Afternoon,-0.5472,1076
its already started We never learn,2024-11-27T12:20:02Z,did:plc:w3kekwo2zzvomyt3mawvu2jf,at://did:plc:w3kekwo2zzvomyt3mawvu2jf/app.bsky.feed.post/3lbwjy5g66c2l,FALSE,at://did:plc:uec67uirpmfejpwaiyd3y662/app.bsky.feed.post/3lbvehhajlc2d,2024-11-27,12:20:02,en,12,Wednesday,Afternoon,0,1077
As a nondriver who is frequently asked why Im so dressed up I do think theres something to knowing you are going to be seen Who needs to dress for going from your garage to your car to a drive through Youre never effectively in public that whole time,2024-11-27T14:21:21Z,did:plc:hskvkiwxi4ma2b33zledyqkw,at://did:plc:hskvkiwxi4ma2b33zledyqkw/app.bsky.feed.post/3lbwqr2qtxc2t,FALSE,NA,2024-11-27,14:21:21,en,14,Wednesday,Afternoon,-0.3412,1078
that never happens A day max only,2024-11-27T15:39:28Z,did:plc:ahfxloi6flyd3twhkabrlkzo,at://did:plc:ahfxloi6flyd3twhkabrlkzo/app.bsky.feed.post/3lbwv4r57qc2o,FALSE,at://did:plc:gsdhtk3eoifojfgaevk2ioo5/app.bsky.feed.post/3lbwv3imqgk2d,2024-11-27,15:39:28,en,15,Wednesday,Afternoon,0,1079
I dont do any for show but rather for extra leftovers and the gravy done ahead of time,2024-11-27T15:03:45Z,did:plc:gf6norjkjdxj4qepktgqbrnz,at://did:plc:gf6norjkjdxj4qepktgqbrnz/app.bsky.feed.post/3lbwt4up7tc2j,FALSE,at://did:plc:cc3sirxg2jawqdaamiwrifdw/app.bsky.feed.post/3lbwqclqrp222,2024-11-27,15:03:45,en,15,Wednesday,Afternoon,0,1080
take your time liyah hope you feel better soon ,2024-11-27T13:39:19Z,did:plc:cnb3rbqqvimkpgdn3wbfta23,at://did:plc:cnb3rbqqvimkpgdn3wbfta23/app.bsky.feed.post/3lbwofvwrok2g,FALSE,at://did:plc:z2al6cittqu5ybtj4drrb3o5/app.bsky.feed.post/3lbwklwqgok2o,2024-11-27,13:39:19,en,13,Wednesday,Afternoon,0.7003,1081
I usually do it at noon but you can join anytime,2024-11-27T13:50:52Z,did:plc:jbpeuey4umexr7nyulmwvnkj,at://did:plc:jbpeuey4umexr7nyulmwvnkj/app.bsky.feed.post/3lbwp2kd4zs2c,FALSE,at://did:plc:4zjitxlezfmcls5cxars3f6m/app.bsky.feed.post/3lbvzr23hdk27,2024-11-27,13:50:52,en,13,Wednesday,Afternoon,0.4215,1082
"Short list of things Im thankful for Peter Steele 
Peter drawing in digital medium 
    ",2024-11-27T14:50:08Z,did:plc:3pqmhetqzsfy7a7yqraikbo5,at://did:plc:3pqmhetqzsfy7a7yqraikbo5/app.bsky.feed.post/3lbwsejssrk2t,TRUE,NA,2024-11-27,14:50:08,en,14,Wednesday,Afternoon,0.5719,1083
"Right now the criminals central bank is spending millions and millions to recover a few thousandths of a cent
Its going to fail",2024-11-27T13:58:02Z,did:plc:cju27p4p4e7j4i6zogjn2lnb,at://did:plc:cju27p4p4e7j4i6zogjn2lnb/app.bsky.feed.post/3lbwphehof225,FALSE,NA,2024-11-27,13:58:02,en,13,Wednesday,Afternoon,-0.802,1084
Ive got some water front property on the block chain if youre interested,2024-11-27T15:03:47Z,did:plc:towzblldi7oty6kolxlqcy4n,at://did:plc:towzblldi7oty6kolxlqcy4n/app.bsky.feed.post/3lbwt4wxvys2f,FALSE,at://did:plc:ws3qsgkzdehzzqv3jvdqpdud/app.bsky.feed.post/3lbwset2ri22m,2024-11-27,15:03:47,en,15,Wednesday,Afternoon,-0.0516,1085
I think he has already been coaching a clunky side for some time but yes the rebuild part is where he will be tested The current crop is mostly washed The recruitment has shat itself for years so it will need a huge upgrade itself,2024-11-27T14:06:10Z,did:plc:zax7l3cftt3cj4hqjvlgxiqe,at://did:plc:zax7l3cftt3cj4hqjvlgxiqe/app.bsky.feed.post/3lbwpvw2sts2v,FALSE,at://did:plc:kpsmkbi23q2w3e7faa2nh7si/app.bsky.feed.post/3lbwpdm725222,2024-11-27,14:06:10,en,14,Wednesday,Afternoon,0.7579,1086
I love the world clocks feature in my phone app because of this I have a bunch of different cities saved,2024-11-27T14:41:06Z,did:plc:ablarf5yz43e7tq7lgkpxtex,at://did:plc:ablarf5yz43e7tq7lgkpxtex/app.bsky.feed.post/3lbwrufivm22u,FALSE,at://did:plc:p4k7td4s6k5l55etxl2otkxe/app.bsky.feed.post/3lbwnmln6mc2z,2024-11-27,14:41:06,en,14,Wednesday,Afternoon,0.7906,1087
"They said that we were trash
well the name is Crass not Clash
they can stuff their punk credentials
cause its them that takes the cash

I love punk music but none of these bands gets any play  The Clash is way too tame and Id rather listen to Minor Threat than Fugazi",2024-11-27T15:30:14Z,did:plc:xn53aqlyslw2ghzhxmjqbcaj,at://did:plc:xn53aqlyslw2ghzhxmjqbcaj/app.bsky.feed.post/3lbwuman3b22l,FALSE,at://did:plc:zxgw3kdmt22xtxlcthgfitu7/app.bsky.feed.post/3lbwluo4hvs25,2024-11-27,15:30:14,en,15,Wednesday,Afternoon,0.1655,1088
A good sized beating stick is never a bad thing,2024-11-27T12:55:10Z,did:plc:d3kajvunf2czs6xktd55nac7,at://did:plc:d3kajvunf2czs6xktd55nac7/app.bsky.feed.post/3lbwlwxtys22s,FALSE,at://did:plc:xeirbela5wb7rdsfv2nf5xnj/app.bsky.feed.post/3lbwenebas22o,2024-11-27,12:55:10,en,12,Wednesday,Afternoon,0.4118,1089
"So you HATE the First Amendment 

Got it",2024-11-27T14:42:33Z,did:plc:4ab3cctbhavtwuzkzb6m7r4y,at://did:plc:4ab3cctbhavtwuzkzb6m7r4y/app.bsky.feed.post/3lbwrwxqub22y,TRUE,at://did:plc:qqavis3fg5675o3steyynvfh/app.bsky.feed.post/3lbsfbol6ak2g,2024-11-27,14:42:33,en,14,Wednesday,Afternoon,-0.6919,1090
Show hole your lordship,2024-11-27T12:34:11Z,did:plc:kjb4ufzvpf5w34mj7er2hr4e,at://did:plc:kjb4ufzvpf5w34mj7er2hr4e/app.bsky.feed.post/3lbwkrgfmmc2l,FALSE,at://did:plc:b3h4sqparyotvgqizcs3a3t7/app.bsky.feed.post/3lbwjvglpzc2m,2024-11-27,12:34:11,en,12,Wednesday,Afternoon,0,1091
Happy birthday,2024-11-27T12:17:31Z,did:plc:avguhk4fuzulg33cf4prx73y,at://did:plc:avguhk4fuzulg33cf4prx73y/app.bsky.feed.post/3lbwjtn2zps2x,FALSE,at://did:plc:s5mgij6pz42n4rnadyev5tvh/app.bsky.feed.post/3lbwiaw2vmk2u,2024-11-27,12:17:31,en,12,Wednesday,Afternoon,0.5719,1092
Random Rewind   Game ,2024-11-27T12:00:11Z,did:plc:xpnbn2iokugzf5a7zthbvsie,at://did:plc:xpnbn2iokugzf5a7zthbvsie/app.bsky.feed.post/3lbwiy2tls422,FALSE,NA,2024-11-27,12:00:11,en,12,Wednesday,Afternoon,0,1093
My life would be so very different if I still had my family ,2024-11-27T13:34:31Z,did:plc:bvevtbjy7gkqynnbfo7kavdh,at://did:plc:bvevtbjy7gkqynnbfo7kavdh/app.bsky.feed.post/3lbwo5cxpek2m,FALSE,NA,2024-11-27,13:34:31,en,13,Wednesday,Afternoon,0,1094
"John is a hoot  Seriously  his Dayton Dinner Theater movie parties  The Brightside are a lot of fun This year the films featured include Elf  Christmas Vacation  A Christmas Story  Its a Wonderful Life  Tickets available at thebrightsidedaytoncom

daytonnowcomgooddayday",2024-11-27T14:22:21Z,did:plc:osjtvlvmnp3xfzy4iwxfbeu5,at://did:plc:osjtvlvmnp3xfzy4iwxfbeu5/app.bsky.feed.post/3lbwqsual2c2x,FALSE,NA,2024-11-27,14:22:21,en,14,Wednesday,Afternoon,0.8402,1095
Me and a voice note go hand in hand I cant explain,2024-11-27T15:22:35Z,did:plc:zrm7lljxbndix7yij7i6bsvr,at://did:plc:zrm7lljxbndix7yij7i6bsvr/app.bsky.feed.post/3lbwu6kltis26,FALSE,NA,2024-11-27,15:22:35,en,15,Wednesday,Afternoon,0.7506,1096
I was asked what my top  Final Fantasy games were and I realized I couldnt think of a third game X and  are my top  Those are the only ones I come back to play,2024-11-27T12:12:17Z,did:plc:e2wt772hatvveo56cg3mwq3a,at://did:plc:e2wt772hatvveo56cg3mwq3a/app.bsky.feed.post/3lbwjkc3hks2z,FALSE,NA,2024-11-27,12:12:17,en,12,Wednesday,Afternoon,0.61240000000000006,1097
"Would she not be able to solo submit a minority report 

Have alternative drafts of some paras observations recorded noted in the report which GCs can later cite as being from a parliamentary report",2024-11-27T12:29:46Z,did:plc:6fleleecpi2tdqebqkmhby2q,at://did:plc:6fleleecpi2tdqebqkmhby2q/app.bsky.feed.post/3lbwkjkjuis2p,FALSE,at://did:plc:3k5ha4tioblcrrek4kdurmcz/app.bsky.feed.post/3lbwbztzcxc22,2024-11-27,12:29:46,en,12,Wednesday,Afternoon,0,1098
Anyone selling   ,2024-11-27T13:56:52Z,did:plc:vwgvbyaxkcis3t22ftxp2w2f,at://did:plc:vwgvbyaxkcis3t22ftxp2w2f/app.bsky.feed.post/3lbwpfcbwsk2b,FALSE,NA,2024-11-27,13:56:52,en,13,Wednesday,Afternoon,0,1099
Is he still on What channel,2024-11-27T14:01:19Z,did:plc:jhktxar2jnsdbgmrwxpuyszf,at://did:plc:jhktxar2jnsdbgmrwxpuyszf/app.bsky.feed.post/3lbwpnavkgs2o,FALSE,at://did:plc:dd5oeph7qd6x42t6j2kumgvr/app.bsky.feed.post/3lbqivon7ck2a,2024-11-27,14:01:19,en,14,Wednesday,Afternoon,0,1100
What is the label of the letters axis,2024-11-27T12:31:18Z,did:plc:3e62rwuc34c6afqugdldsg2g,at://did:plc:3e62rwuc34c6afqugdldsg2g/app.bsky.feed.post/3lbwkmc3mqs2b,FALSE,at://did:plc:add2c5b7cmkibesfmzraregh/app.bsky.feed.post/3lbpoy5v4dq2c,2024-11-27,12:31:18,en,12,Wednesday,Afternoon,0,1101
"Here is todays US press roundup from the editor of Bayou Blue Radio

Rudy Giuliani draws rebuke for a courtroom outburst accusing judge in assets case of being unfair
bayoublueradioorgnewstoday

  ",2024-11-27T13:35:39Z,did:plc:tddmdppm6myhfmk2nvxmphh7,at://did:plc:tddmdppm6myhfmk2nvxmphh7/app.bsky.feed.post/3lbwo7dpcf22u,TRUE,NA,2024-11-27,13:35:39,en,13,Wednesday,Afternoon,-0.4767,1102
I dont think my partners mother even knows anyone who uses theythem pronouns and she has just spontaneously started doing this for me guarantee she wouldnt if id been out to her when i was using theythem though ,2024-11-27T12:23:24Z,did:plc:mqnczecqp6r3rdwqdzhucvzd,at://did:plc:mqnczecqp6r3rdwqdzhucvzd/app.bsky.feed.post/3lbwk65p2qs2g,FALSE,at://did:plc:u3kjbm2q66tdwlyxyewgbdsf/app.bsky.feed.post/3lbwjsprug22y,2024-11-27,12:23:24,en,12,Wednesday,Afternoon,0.25,1103
All one has to do is go to Detroit and view the amount of truck traffic backed up on the International Bridge daily That is why another bridge is being constructed,2024-11-27T12:34:45Z,did:plc:bjaslk2x5kojg2b2fae6rrqw,at://did:plc:bjaslk2x5kojg2b2fae6rrqw/app.bsky.feed.post/3lbwksh3kdk2m,FALSE,at://did:plc:y5xyloyy7s4a2bwfeimj7r3b/app.bsky.feed.post/3lbwjkjjft22m,2024-11-27,12:34:45,en,12,Wednesday,Afternoon,0.0258,1104
If no throwbacks means breaking the losing streak it is the price that must be paid,2024-11-27T15:33:58Z,did:plc:y3caxnlaf3dzjx6u7e7a7y67,at://did:plc:y3caxnlaf3dzjx6u7e7a7y67/app.bsky.feed.post/3lbwusvykqs2k,FALSE,NA,2024-11-27,15:33:58,en,15,Wednesday,Afternoon,-0.5859,1105
"Good morning and Happy Wednesday Lets make it a great day today 
Heres a picture of autumn",2024-11-27T13:47:52Z,did:plc:kcqavj2pnypyzkzt552crbwu,at://did:plc:kcqavj2pnypyzkzt552crbwu/app.bsky.feed.post/3lbwov6n3hk2z,TRUE,NA,2024-11-27,13:47:52,en,13,Wednesday,Afternoon,0.8934,1106
Good laugh to start my day ,2024-11-27T14:29:21Z,did:plc:nkqchl5rcvwug3wi23wqhsj4,at://did:plc:nkqchl5rcvwug3wi23wqhsj4/app.bsky.feed.post/3lbwr7epsws2f,FALSE,at://did:plc:suktwsyns2idmomrfwmlpjxo/app.bsky.feed.post/3lbwkaksxji2g,2024-11-27,14:29:21,en,14,Wednesday,Afternoon,0.7579,1107
shes the best tiktok musician fr,2024-11-27T15:18:58Z,did:plc:kt56cimebazmavgc66pteymg,at://did:plc:kt56cimebazmavgc66pteymg/app.bsky.feed.post/3lbwty4cu2k2q,FALSE,at://did:plc:d5o43m3plbyh2q6j3f4kkm2z/app.bsky.feed.post/3lbwtt6w4bk2m,2024-11-27,15:18:58,en,15,Wednesday,Afternoon,0.6369,1108
HAPPY WEDNESDAY,2024-11-27T13:13:10Z,did:plc:65mgfx2oprkdjmautl2as73u,at://did:plc:65mgfx2oprkdjmautl2as73u/app.bsky.feed.post/3lbwmx5rom22e,TRUE,NA,2024-11-27,13:13:10,en,13,Wednesday,Afternoon,0.5719,1109
Id love to join,2024-11-27T14:58:26Z,did:plc:2bk6ij77o6jlegxxkschgtcn,at://did:plc:2bk6ij77o6jlegxxkschgtcn/app.bsky.feed.post/3lbwsteypnc27,FALSE,at://did:plc:qpg7cljepamvxia3diamui6b/app.bsky.feed.post/3lbwsbh44nk24,2024-11-27,14:58:26,en,14,Wednesday,Afternoon,0.7506,1110
"hmm I am beginning to wonder the same maybe its ATproto thats most for me

I still crave challenging thought",2024-11-27T13:38:13Z,did:plc:6ayyqponyar2d4qlo5cf6cbg,at://did:plc:6ayyqponyar2d4qlo5cf6cbg/app.bsky.feed.post/3lbwodwmulc2j,FALSE,at://did:plc:w6sjysqjq5otdo5uudz3quon/app.bsky.feed.post/3lbwluvnzfk2s,2024-11-27,13:38:13,en,13,Wednesday,Afternoon,0.15310000000000001,1111
Finally got the deck Kicking off with a game Ive been itching to play all year,2024-11-27T12:38:32Z,did:plc:ezoxfsyrpuog7t66hnikeslh,at://did:plc:ezoxfsyrpuog7t66hnikeslh/app.bsky.feed.post/3lbwkz7rh422j,TRUE,NA,2024-11-27,12:38:32,en,12,Wednesday,Afternoon,0.34,1112
 I wanted to try somewhere new and interact with my moots better maybe reconcile with people that I upset,2024-11-27T14:28:03Z,did:plc:2de4wdoe7d5a3trchjz3z7s6,at://did:plc:2de4wdoe7d5a3trchjz3z7s6/app.bsky.feed.post/3lbwr52ij6c24,FALSE,at://did:plc:2de4wdoe7d5a3trchjz3z7s6/app.bsky.feed.post/3lbwm3ggskk2g,2024-11-27,14:28:03,en,14,Wednesday,Afternoon,0.0772,1113
Im playing it on PS and according to Wikipedia its available on Xbox and windows too,2024-11-27T14:25:04Z,did:plc:oma2piqecsjg4otsdaptznj2,at://did:plc:oma2piqecsjg4otsdaptznj2/app.bsky.feed.post/3lbwqxq227c25,FALSE,at://did:plc:xnl3i32qbgmkqnx6gpdye5tu/app.bsky.feed.post/3lbwqrwmebk2a,2024-11-27,14:25:04,en,14,Wednesday,Afternoon,0.2023,1114
I believe he had information on Senators that they didnt want released  Promises were made to get him to step away,2024-11-27T13:14:41Z,did:plc:xtxczz2g3qeq6bsfpdrzeoc2,at://did:plc:xtxczz2g3qeq6bsfpdrzeoc2/app.bsky.feed.post/3lbwmzujrb22w,FALSE,at://did:plc:y4zs4cabaezzwx3bz2e5nnj2/app.bsky.feed.post/3lbv33uj25r2u,2024-11-27,13:14:41,en,13,Wednesday,Afternoon,-0.3412,1115
Most years its just me  my folks so weve done duck  chicken some years instead of turkey Sometimes we just go out to eat lol,2024-11-27T15:12:32Z,did:plc:p62iwznmfuloj7f6rt63oft6,at://did:plc:p62iwznmfuloj7f6rt63oft6/app.bsky.feed.post/3lbwtmlv6jk2r,FALSE,at://did:plc:t65xcyqhojkhdzpptimwgudo/app.bsky.feed.post/3lbwtgnczvk2u,2024-11-27,15:12:32,en,15,Wednesday,Afternoon,0.4215,1116
I guess its only later ,2024-11-27T12:57:51Z,did:plc:tt2dwlo5nb73joukizrc6eji,at://did:plc:tt2dwlo5nb73joukizrc6eji/app.bsky.feed.post/3lbwm3qnjn22f,FALSE,at://did:plc:lwjga5mnaxpmphhzgx2assmc/app.bsky.feed.post/3lbwltle65s2r,2024-11-27,12:57:51,en,12,Wednesday,Afternoon,0,1117
All he ever loved about me was himself,2024-11-27T15:14:54Z,did:plc:euqywnlupep5m4gm5v2a5efw,at://did:plc:euqywnlupep5m4gm5v2a5efw/app.bsky.feed.post/3lbwtqtjtvc2i,FALSE,NA,2024-11-27,15:14:54,en,15,Wednesday,Afternoon,0.5994,1118
"This whole thing was hilarious
Bless Josh ",2024-11-27T13:38:39Z,did:plc:b57hyngxzmbmcjqck6jjmccf,at://did:plc:b57hyngxzmbmcjqck6jjmccf/app.bsky.feed.post/3lbwoepd6mk22,FALSE,NA,2024-11-27,13:38:39,en,13,Wednesday,Afternoon,0.6705,1119
And you did,2024-11-27T12:06:04Z,did:plc:7ioqtduefj5ql5x4ijz7kcah,at://did:plc:7ioqtduefj5ql5x4ijz7kcah/app.bsky.feed.post/3lbwj76cag22r,FALSE,at://did:plc:zmlhit5kqqmt3c2pwoxhiyol/app.bsky.feed.post/3lbui37fphk2d,2024-11-27,12:06:04,en,12,Wednesday,Afternoon,0,1120
 all for what i would consider metaphorically as trying to vomit up humanitys consciousness by way of digital computation like marx heidegger only had a glimmer,2024-11-27T15:00:26Z,did:plc:nhzhgtdv5qpuuvhvl27jxa5r,at://did:plc:nhzhgtdv5qpuuvhvl27jxa5r/app.bsky.feed.post/3lbwswxhlmv2u,FALSE,at://did:plc:k37sitjtxpx45owdiaempop4/app.bsky.feed.post/3lbwrglka6c27,2024-11-27,15:00:26,en,15,Wednesday,Afternoon,0.3612,1121
Thank you friend Its so frilly,2024-11-27T13:47:50Z,did:plc:hzs2irblkm3abui6wsbbqfzt,at://did:plc:hzs2irblkm3abui6wsbbqfzt/app.bsky.feed.post/3lbwov52vyk2l,FALSE,at://did:plc:l3bpul7rlmj6h47qs2egokju/app.bsky.feed.post/3lbv5dmm2ds2u,2024-11-27,13:47:50,en,13,Wednesday,Afternoon,0.6908,1122
Yessss Love this,2024-11-27T14:25:11Z,did:plc:w6kd6j3cssdlo26me6tfr5jz,at://did:plc:w6kd6j3cssdlo26me6tfr5jz/app.bsky.feed.post/3lbwqxwseig2q,FALSE,at://did:plc:3o3le6pw6b7ks2xnvh4nz345/app.bsky.feed.post/3lbubcrggc22j,2024-11-27,14:25:11,en,14,Wednesday,Afternoon,0.6369,1123
"Interview Qu Propose a question that is important for further research to inform MH policy
I love an evidence base but I just am stuck on the fact that the care isnt getting delivered Look at removal of CPA it hasnt levelled up care But I cant go into the interview and say that",2024-11-27T12:26:53Z,did:plc:q2qpopydfl64qsdontcisaqw,at://did:plc:q2qpopydfl64qsdontcisaqw/app.bsky.feed.post/3lbwkefl7j22t,FALSE,NA,2024-11-27,12:26:53,en,12,Wednesday,Afternoon,0.3309,1124
